Word,Song IDs and Frequencies
袅袅,"s2024:2, s2050:1, s2053:1, s2101:2, s3013:3, s3132:3, s3158:2, s3187:3, s3236:1, s3248:3, s3270:3, s4025:1"
炊烟,"s2024:2, s2050:1, s2101:2, s3013:3, s3132:3, s3158:2, s3187:3, s3236:1, s3248:3, s3270:3, s6116:1"
灌醉,"s2024:2, s2101:2, s3199:1, s5104:2"
半梦半醒,"s2024:2, s2082:1, s2101:2, s2119:2, s2181:1"
开花,"s2024:2, s2028:1, s2101:2, s2112:3, s4023:2"
花开花,"s2024:2, s2101:2, s2112:3"
花开花谢,"s2024:2, s2101:2"
统统,"s2024:6, s2101:6, s2112:3"
改写,"s2024:6, s2101:6, s3039:1, s3117:1, s3181:1, s3184:1, s3234:1, s3267:1, s6028:1, s6116:1, s6162:1, s6190:3, s6226:1"
哄哄,"s2024:6, s2101:6"
撒野,"s2024:6, s2075:2, s2101:6, s3034:2, s3218:2, s6028:1, s6116:2, s6162:1, s6166:1, s6209:1"
一生一世,"s2024:6, s2101:6, s2121:1, s2179:2, s2273:1, s5080:1, s5190:1, s5226:2"
轰轰,"s2024:6, s2101:6, s3082:1, s5069:2, s6053:1, s6176:1, s6261:1, s6268:1"
烈烈,"s2024:6, s2101:6, s5069:2, s5120:3, s6053:1, s6176:1, s6261:1, s6268:1"
轰轰烈烈,"s2024:6, s2101:6, s5069:2, s6053:1, s6176:1, s6261:1, s6268:1"
不眠,"s2024:4, s2101:4"
烙印,"s2024:1, s2101:1"
坚定,"s2024:1, s2101:1, s2137:1, s3037:3, s3098:1, s3109:1, s3168:3, s3193:1, s6058:3, s6160:1"
走走,"s2024:1, s2101:1, s2253:2, s6223:2"
停停,"s2024:1, s2101:1, s2253:2"
惊喜,"s2024:1, s2101:1, s2121:8, s2149:2, s2273:8, s3071:1, s3244:1, s3262:1, s4029:1, s5188:2"
远古,"s2024:1, s2065:2, s2101:1, s2192:2, s3076:3, s3141:2, s4029:3"
别忘了,"s2024:1, s2101:1, s2112:3"
热情,"s2024:1, s2100:1, s2101:1, s2134:3, s2156:1, s2249:2, s3006:3, s3027:2, s3057:4, s3126:3, s3151:1, s3162:2, s3193:1, s3247:4, s3270:1, s3276:4, s4001:1, s4006:2, s4015:1, s4022:1, s5023:1, s5038:1, s5041:2, s5043:6, s5069:1, s5132:1, s5135:5, s5136:4, s5146:1, s5147:2, s5186:1, s5192:2, s5221:2, s5233:4, s5250:1, s6122:2, s6169:1, s6191:2, s6263:1"
山是,"s2025:1, s2191:1, s2236:1"
云天,"s2025:4, s2068:2, s2139:1, s2191:4, s2236:10"
水是,"s2025:1, s2191:1, s2236:1"
相毗美,s2025:1
刘三姐,"s2025:5, s2191:5, s2236:16"
滴翠,"s2025:1, s2191:1, s2236:4"
流玉,s2025:1
三姐,"s2025:3, s2191:3, s2236:8"
怎会,"s2025:1, s2086:1, s2188:1, s2191:1, s2236:4, s3060:2, s5075:2"
天下,"s2025:1, s2041:2, s2076:2, s2119:5, s2122:1, s2129:12, s2191:1, s2218:3, s2236:4, s3020:1, s3036:2, s3082:3, s3172:1, s3197:2, s3215:1, s3231:2, s3238:1, s3268:3, s4023:1, s5052:2, s5173:2, s6161:3, s6225:1, s6255:1"
甲天下,"s2025:1, s2191:1, s2236:4"
山歌,"s2025:1, s2191:1, s2236:4"
唱山歌,"s2025:1, s2191:1, s2236:4"
这部,"s2025:1, s2191:1, s2236:4"
美丽动人,"s2025:1, s2191:1, s2236:4"
身影,"s2025:1, s2082:1, s2116:1, s2181:1, s2191:1, s2236:4, s3023:2, s3053:2, s3118:2, s3144:2, s3192:1, s3231:3, s3237:2, s3272:1, s5020:1, s5027:1, s5093:2, s5114:1, s5153:1, s5212:1, s5218:1, s5230:2, s6003:3, s6056:3, s6068:1, s6087:3, s6115:2, s6131:3, s6143:2, s6181:3, s6183:3, s6224:3, s6239:2, s6240:1"
唱遍,"s2025:1, s2191:1, s2236:4"
南北,"s2025:1, s2043:3, s2122:1, s2191:1, s2236:4, s5110:1"
大江南北,"s2025:1, s2191:1, s2236:4"
吸引,"s2025:1, s2191:1, s2236:4, s3003:2, s3037:2, s3074:3, s3108:2, s3168:2, s3193:1, s5094:1, s5107:1, s5144:1"
歌是,"s2025:1, s2191:1, s2236:4"
相依,"s2025:1, s2032:1, s2191:2, s2236:5, s4027:3, s5222:1, s6009:1, s6067:1, s6157:1, s6229:1"
美哟,s2025:1
人来,"s2025:1, s2191:1, s2236:4"
歌流,"s2025:2, s2191:2, s2236:4"
绿哟,"s2025:2, s2236:2"
美如酒,"s2025:2, s2191:2, s2236:4"
词汇,"s2025:1, s2191:1, s2236:3, s3059:1, s3185:1, s5148:3"
乘着,"s2025:1, s2026:1, s2054:2, s2059:3, s2064:1, s2191:1, s2223:3, s2236:3, s2267:1, s3064:1, s3074:6, s3087:2, s3148:1, s5143:1"
云来,"s2026:1, s2064:1"
更佳,"s2026:1, s2064:1"
云去,"s2026:1, s2064:1"
山如画,"s2026:1, s2064:1"
因云,"s2026:1, s2064:1"
晦明,"s2026:1, s2064:1"
云共山,"s2026:1, s2064:1"
高下,"s2026:1, s2064:1, s2212:1"
回望,"s2026:2, s2064:2, s2218:3, s5150:1, s5259:2, s6022:1, s6090:2, s6217:1"
来时,"s2026:2, s2064:2, s6197:1"
来时路,"s2026:2, s2064:2"
谁家,"s2026:2, s2064:2, s4014:2, s4021:1"
孩童,"s2026:2, s2064:2, s5140:1"
一笑,"s2026:2, s2064:2, s2253:1, s3013:1, s3132:1, s3158:1, s3187:1, s3231:3, s3248:1, s3270:1, s5255:2, s5288:1"
落成,"s2026:2, s2064:2"
树影,"s2026:2, s2064:2"
笑语,"s2026:2, s2064:2"
山路,"s2026:2, s2064:2, s2086:2, s2188:2, s3005:2, s3115:2, s3122:2"
白衣,"s2026:2, s2064:2, s2122:1"
少年郎,"s2026:2, s2064:2"
时路,"s2026:2, s2064:2"
老翁,"s2026:2, s2064:2"
慢些,"s2026:2, s2064:2, s5196:1"
看花,"s2026:2, s2064:2, s4029:2"
匆忙,"s2026:2, s2064:2, s3023:1, s3118:1, s3234:1, s6037:4"
变与幻,"s2026:2, s2064:2"
草木,"s2026:2, s2064:2, s2103:1, s3017:6, s3176:3, s3274:6"
如期,"s2026:2, s2064:2"
不负,"s2026:2, s2028:1, s2053:1, s2064:2"
好时光,"s2026:2, s2064:2, s2140:2"
我以,"s2026:5, s2064:3, s3018:2, s3020:1, s3215:1, s3286:2"
为坚,"s2026:2, s2064:2"
为情,"s2026:2, s2064:2"
风云,"s2026:1, s2064:1, s2218:1, s5083:3"
而行,"s2026:1, s2064:1, s2227:2"
而立,"s2026:2, s2064:2"
清明,"s2026:2, s2064:2"
为义,"s2026:2, s2064:2"
走兽,"s2026:1, s2064:1"
同行,"s2026:1, s2044:1, s2064:1, s5047:1, s5190:1, s5288:2"
一朝,"s2026:1, s2064:1"
一夕,"s2026:1, s2064:1, s3105:1"
一朝一夕,"s2026:1, s2064:1"
云散,"s2026:1, s2064:1"
云起,"s2026:1, s2064:1"
花落,"s2026:1, s2064:1, s2112:3, s3001:2, s3050:3, s3138:1, s3233:3, s3253:2, s3257:2, s5035:2, s5036:1"
落花,"s2026:1, s2028:1, s2064:1, s2226:1, s3044:2, s3088:1, s3227:2, s6089:3, s6114:1"
花落花开,"s2026:1, s2064:1"
儿时,"s2026:1, s2064:1, s2212:1, s2253:1, s3089:1, s3204:3, s3234:1, s4029:1"
追着,"s2026:1, s2064:1"
读写,"s2026:1, s2064:1"
诗篇,"s2026:1, s2064:1, s3018:2, s3286:2, s4014:2, s5035:2, s6019:2, s6028:1, s6042:2, s6082:1, s6116:1, s6162:1, s6166:1, s6210:1, s6226:1, s6232:2"
明暗,"s2026:1, s2064:1, s2253:1"
日月,"s2026:1, s2036:1, s2053:1, s2064:1, s2084:1, s2139:1, s2145:1, s2149:1, s2184:1, s2214:2, s2231:1, s2275:3, s5144:3, s6223:6"
不改,"s2026:1, s2064:1, s2100:3, s5164:2"
青山常在,"s2026:2, s2064:2"
独行,"s2026:1, s2064:1, s5244:2"
一影见,"s2026:1, s2064:1"
不急,"s2026:1, s2064:1, s5112:1"
去往,"s2026:1, s2064:1"
光阴,"s2026:1, s2064:1, s2229:1, s3234:2, s4030:5, s5087:2, s5164:1, s5195:1, s5259:2, s6011:1, s6093:1, s6125:1, s6211:1, s6212:1"
身外,"s2026:1, s2064:1, s6113:3"
浮名,"s2026:1, s2064:1, s5121:2"
惆怅,"s2026:1, s2064:1, s2065:2, s2073:2, s2192:2, s2226:2, s3031:2, s3050:1, s3147:1, s3158:2, s3233:1, s5084:2"
高低,"s2026:1, s2064:1"
如云,"s2026:1, s2064:1"
纵情,"s2026:1, s2050:1, s2064:1, s2087:1, s2209:4, s2241:1"
如山,"s2026:1, s2064:1, s5253:2"
常守,s2026:1
大树,"s2026:1, s2064:1, s3211:1, s3281:2"
交叠,"s2026:1, s2064:1"
此间,"s2026:1, s2064:1"
蝉声,"s2026:1, s2064:1"
辜负,"s2026:1, s2064:1, s5035:2"
夏夜,"s2026:1, s2064:1, s6245:2"
踏过,"s2026:1, s2064:1, s2103:1, s2114:5, s2250:2, s3234:1"
冬雪,"s2026:1, s2064:1"
美在,"s2026:1, s2064:1"
万物,"s2026:1, s2064:1, s2068:3, s2264:1, s2275:3, s3059:1, s4004:3, s4024:3, s5088:2, s6028:1, s6162:1, s6226:1"
苍生,"s2026:1, s2064:1, s3131:2, s3172:2, s5082:2, s5157:1, s6025:1, s6029:1, s6081:1, s6100:1, s6199:1"
各有,"s2026:1, s2064:1, s2187:3, s5050:2, s5115:2, s5184:2, s5239:1, s6198:1"
时节,"s2026:1, s2064:1"
倚仗,"s2026:1, s2064:1"
立云沙,"s2026:1, s2064:1"
回首,"s2026:1, s2064:1, s2065:2, s2082:2, s2086:1, s2122:1, s2181:2, s2188:1, s2192:2, s3127:2, s3234:1, s5005:1, s5016:2, s5035:2, s5160:1, s5193:1, s5239:1, s5255:2, s6223:2"
见山家,"s2026:1, s2064:1"
野鹿,"s2026:1, s2064:1"
眠山,"s2026:1, s2064:1"
山猿戏,s2026:1
云霞,"s2026:1, s2064:1"
我爱山,"s2026:1, s2064:1"
无价,"s2026:1, s2064:1, s2228:1, s4003:1, s4010:1, s6060:1, s6163:1, s6255:4"
看时,s2026:1
行踏,s2026:1
云山,"s2026:1, s2064:1"
君不见,"s2027:4, s2174:4, s2200:4"
之水,"s2027:2, s2174:2, s2200:2"
奔流,"s2027:2, s2174:2, s2200:2"
不复,"s2027:3, s2174:2, s2200:3, s2226:1"
海不复,"s2027:2, s2174:2, s2200:2"
高堂,"s2027:2, s2174:2, s2200:2"
明镜,"s2027:2, s2174:2, s2200:2"
朝如,"s2027:2, s2174:2, s2200:2"
暮成,"s2027:2, s2174:2, s2200:2"
得意,"s2027:3, s2091:4, s2122:1, s2174:2, s2200:3, s3099:3, s4011:1, s4020:1, s5237:1"
尽欢,"s2027:3, s2174:2, s2200:3"
须尽欢,"s2027:3, s2174:2, s2200:3"
莫使,"s2027:3, s2174:2, s2200:3"
金樽空,"s2027:3, s2174:2, s2200:3"
天生,"s2027:3, s2174:2, s2200:3, s3102:1, s5050:2, s5177:2, s6020:3, s6067:1, s6151:3, s6167:3, s6213:3"
有用,"s2027:3, s2174:2, s2200:3, s3234:1"
必有用,"s2027:3, s2174:2, s2200:3"
天生我材必有用,"s2027:3, s2174:2, s2200:3"
千金,"s2027:4, s2041:1, s2174:3, s2200:4"
散尽,"s2027:3, s2174:2, s2200:3"
复来,"s2027:3, s2174:2, s2200:3, s5172:3"
烹羊,"s2027:2, s2174:1, s2200:2"
宰牛,"s2027:2, s2174:1, s2200:2"
为乐,"s2027:2, s2174:1, s2200:2"
会须,"s2027:2, s2174:1, s2200:2"
一饮,"s2027:2, s2174:1, s2200:2"
三百杯,"s2027:2, s2174:1, s2200:2"
夫子,"s2027:2, s2174:1, s2200:2"
丹丘,"s2027:2, s2174:1, s2200:2"
进酒,"s2027:4, s2174:3, s2200:4"
将进酒,"s2027:4, s2174:3, s2200:4"
杯莫停,"s2027:2, s2174:1, s2200:2"
君歌,"s2027:2, s2174:1, s2200:2"
请君,"s2027:2, s2174:1, s2200:2"
倾耳,"s2027:2, s2174:1, s2200:2"
钟鼓,"s2027:1, s2200:1"
钟鼓馔玉,"s2027:1, s2200:1"
不足,"s2027:1, s2200:1"
但愿,"s2027:1, s2200:1, s3067:2, s5006:3, s5022:2, s5032:2, s5113:3, s5125:2, s5149:1, s5162:4"
长醉,"s2027:1, s2200:1"
不复醒,"s2027:1, s2200:1"
古来,"s2027:1, s2200:1"
圣贤,"s2027:1, s2200:1, s4014:2"
惟有,"s2027:1, s2200:1"
饮者,"s2027:1, s2200:1"
留其名,"s2027:1, s2200:1"
陈王,"s2027:1, s2174:1, s2200:1"
昔时,"s2027:1, s2174:1, s2200:1"
平乐,"s2027:1, s2174:1, s2200:1"
斗酒,"s2027:1, s2174:1, s2200:1"
十千,"s2027:1, s2086:1, s2174:1, s2188:1, s2200:1"
恣欢,"s2027:1, s2174:1, s2200:1"
主人,"s2027:1, s2174:1, s2200:1, s3081:2"
何为,"s2027:1, s2174:1, s2200:1"
言少,"s2027:1, s2174:1, s2200:1"
径须,"s2027:1, s2174:1, s2200:1"
君酌,"s2027:1, s2174:1, s2200:1"
五花,"s2027:1, s2174:1, s2200:1"
五花马,"s2027:1, s2174:1, s2200:1"
呼儿,"s2027:1, s2121:16, s2174:1, s2200:1, s2273:16"
出换,"s2027:1, s2174:1, s2200:1"
与尔同销,"s2027:2, s2174:2, s2200:2"
万古,"s2027:2, s2174:2, s2200:2"
万古愁,"s2027:2, s2174:2, s2200:2"
你弹,s2028:1
琵琶,"s2028:1, s2052:5, s3021:6, s3135:6, s3207:1, s3283:6"
上马,s2028:1
管它,"s2028:1, s2086:1, s2188:1, s3103:1"
风扫,s2028:1
赌上,s2028:1
指间,"s2028:3, s3239:1, s6145:1"
寻觅,"s2028:2, s2143:10, s5008:3, s5017:4, s5079:1, s5109:3, s5156:4, s5175:3, s5237:3, s5241:1, s6197:1, s6215:1"
当年,"s2028:1, s2224:4, s2226:1, s3035:2, s3091:4, s3185:1, s3188:1, s5069:1, s5134:4, s6052:2, s6198:1"
油纸,s2028:1
纸伞,"s2028:1, s3077:2, s3088:1"
油纸伞,s2028:1
春正,s2028:1
勒马,s2028:1
看雨巷,s2028:1
飞花,"s2028:1, s2214:2"
怨念,s2028:1
狠心,"s2028:1, s6001:1, s6044:1, s6097:1, s6119:1"
代价,"s2028:1, s2069:1, s2097:3, s2128:1, s2259:2, s3213:1, s3234:1, s6053:1, s6163:1, s6176:1, s6194:1, s6268:1"
这程,s2028:1
韶华,"s2028:1, s4004:2, s4024:2"
脸颊,"s2028:2, s2052:5, s2165:2, s2186:2, s3006:1, s3103:3, s3126:1, s3150:2, s3276:2"
绘出,"s2028:2, s2228:2"
爱我吗,s2028:2
飘落,"s2028:1, s2185:2, s3004:4, s3022:2, s3050:1, s3079:1, s3142:2, s3233:1, s3250:2, s3279:4"
人家,"s2028:1, s2112:2, s3020:1, s3102:1, s3127:1, s3167:4, s3215:1, s3229:1, s3269:1, s3282:1"
艳羡,s2028:1
对对,s2028:1
一对对,s2028:1
青梅,"s2028:1, s2052:5, s4021:1"
竹马,"s2028:1, s2052:5, s4021:1"
青梅竹马,"s2028:1, s4021:1"
若能,s2028:1
怨恨,s2028:1
流成海,"s2029:2, s2046:2, s2108:2, s2154:2, s2208:1, s2239:2"
Chi,"s2029:3, s2046:9, s2239:3"
ki,"s2029:6, s2239:6"
chi,"s2029:6, s2239:6"
天能,"s2029:1, s2239:1, s5167:3"
留得,"s2029:1, s2239:1, s5011:2, s5249:2"
脱缰,"s2030:3, s2084:5, s2107:5, s2145:5, s2231:3, s2242:3"
欧耶欧,s2030:6
青草,"s2030:3, s2036:3, s2055:1, s2074:2, s2084:4, s2105:1, s2110:1, s2145:4, s2195:2, s2231:3, s2242:2, s2261:1, s2267:1"
飘扬,"s2030:3, s2036:3, s2084:4, s2145:4, s2151:1, s2231:3, s2242:2, s2267:1, s3104:2"
旁边,"s2030:1, s2211:1, s3074:3, s3134:1, s3174:1, s6172:1, s6186:1, s6257:1"
思想,"s2030:1, s2036:1, s2084:1, s2145:1, s2242:1, s5164:2, s5238:1"
马头,"s2030:1, s2036:1, s2084:1, s2145:1, s2185:6, s2242:1"
马头琴,"s2030:1, s2036:1, s2084:1, s2145:1, s2185:6, s2242:1"
穿肠,"s2030:1, s2036:1, s2084:1, s2145:1, s2242:1"
贝尔,"s2030:1, s2036:1, s2084:1, s2145:1, s2242:1"
呼伦贝尔,s2030:1
纯洁,"s2030:1, s2036:1, s2084:1, s2128:1, s2145:1, s2242:1, s3117:1, s6023:3, s6030:1, s6124:1, s6218:3, s6247:1, s6249:3"
欣狂,s2030:1
信仰,"s2030:1, s2036:1, s2084:1, s2145:1, s2209:1, s2242:1, s3094:2, s6025:1, s6057:2, s6100:1, s6199:1, s6207:5, s6231:2, s6258:4, s6266:4"
霓虹,"s2030:1, s2036:1, s2084:1, s2145:1, s2242:1, s3029:1, s3039:2, s3073:1, s3077:2, s3106:2, s3181:2, s3234:1, s3249:1, s3267:1, s4031:1, s5071:1, s6021:1, s6052:5"
无光,"s2030:1, s2036:1, s2084:1, s2145:1, s2242:1"
黯淡无光,"s2030:1, s2036:1, s2084:1, s2145:1, s2242:1"
海棠,"s2030:1, s2211:1"
海棠花,"s2030:1, s2211:1"
哥哥,"s2030:1, s2117:1, s2211:1, s2237:8, s3170:3"
跑过来,"s2030:1, s2211:2"
Come,"s2031:2, s2079:1, s2093:2, s2217:2, s2225:3, s2231:1, s2249:6, s3251:2, s6014:2, s6121:2, s6159:2"
Baby,"s2031:2, s2093:2, s2217:1, s2258:1, s3048:2, s3099:1, s3151:3, s3180:1, s3263:2, s3266:1, s5197:1, s6108:2"
确定,"s2032:10, s3049:2, s3060:2, s3192:1, s4005:2, s4012:2, s4028:2, s6200:1"
羊皮,"s2032:10, s3177:2"
翼翼,"s2032:1, s3100:3"
小心翼翼,"s2032:1, s3100:3"
吻吻,"s2032:1, s5094:1"
你别,"s2032:1, s2132:1, s5018:3, s5066:1, s5195:1, s5197:2"
漫无,"s2032:1, s3077:1, s3092:1, s3144:2, s5093:2, s6096:1, s6177:1, s6230:1, s6262:1"
边际,s2032:1
漫无边际,s2032:1
阴冷,s2032:1
戈壁,"s2032:2, s2065:1, s2158:1, s2192:1"
只求,"s2032:2, s2054:1, s2065:1, s2192:1, s3020:3, s3067:1, s3215:2, s3231:3, s3269:2, s5148:3, s6006:2, s6029:1, s6065:2, s6081:1, s6102:2, s6133:2, s6141:2, s6152:2"
风雪,"s2032:1, s2082:2, s2181:2, s2227:1, s2264:1, s3012:2, s3034:2, s3195:3, s3212:1, s3218:1, s4004:2, s4024:2, s5082:2"
背负,"s2032:2, s2180:1, s5066:1, s5104:1, s6057:1, s6231:1"
相偎,"s2032:1, s2146:1, s6054:1"
猎物,"s2032:1, s3120:3"
嘴里,"s2032:1, s3105:3, s3189:1"
羔羊,"s2032:2, s2066:1"
抛却,"s2032:1, s5073:1, s5290:1"
同伴,"s2032:1, s2182:1"
不愿,"s2032:1, s2229:1, s3211:1, s5002:2, s5012:2, s5078:6, s5145:2, s5157:3, s5204:2, s5214:2, s6002:1, s6006:8, s6013:2, s6016:2, s6020:2, s6029:1, s6031:2, s6035:1, s6036:1, s6039:1, s6040:1, s6053:1, s6065:8, s6066:2, s6067:1, s6070:2, s6081:1, s6083:2, s6086:2, s6095:1, s6102:8, s6123:2, s6127:1, s6133:8, s6141:8, s6146:2, s6151:2, s6152:8, s6167:1, s6176:1, s6192:2, s6201:3, s6203:2, s6213:1, s6260:2, s6268:1, s6271:8"
一辈,"s2032:1, s2115:4, s2133:7, s2233:7, s3050:1, s3199:4, s3233:1, s3234:1, s5026:3, s5094:1, s5112:3, s5183:6, s6021:5, s6037:4"
辈子,"s2032:1, s2115:4, s2133:7, s2233:7, s3050:1, s3092:1, s3128:3, s3199:4, s3233:1, s3234:1, s5013:5, s5026:3, s5094:1, s5112:3, s5183:6, s6021:5, s6037:4, s6177:1, s6223:2"
一辈子,"s2032:1, s2115:4, s2133:7, s2233:7, s3050:1, s3199:4, s3233:1, s3234:1, s5026:3, s5094:1, s5112:3, s5183:6, s6021:5, s6037:4"
火热,"s2032:1, s2134:6, s4011:1, s4018:1, s4020:1, s6096:1, s6230:1, s6262:1"
嚎叫,s2032:1
山谷,"s2032:1, s2229:2, s2270:3, s3150:2"
如花,"s2032:1, s2199:2"
装进,"s2032:1, s6008:1, s6082:1, s6154:1, s6158:1"
交融,s2032:1
披上,"s2032:1, s2067:3, s2275:3, s5151:1, s6005:1, s6148:1"
男人,"s2032:1, s2129:1, s3066:15, s3086:1, s3258:15, s5021:2, s5048:1, s5078:3, s5159:1, s5248:1"
表露,s2032:1
每人,"s2034:2, s2045:2, s2203:4"
迎着,"s2034:2, s2045:2, s2138:2, s2149:2, s2182:2, s2203:4, s2209:1, s3064:2, s3117:1, s5008:3, s5063:2, s5101:1, s5109:3, s5137:2, s5143:2, s5220:2, s6269:3"
出奔,"s2034:2, s2045:2, s2203:4"
拼闯,"s2034:2, s2045:2, s2203:4"
心扉,"s2034:2, s2045:2, s5010:2, s5089:7, s5188:3, s5287:2"
用爱去,"s2034:3, s2045:3, s2203:2"
拍拍,"s2034:6, s2045:7, s2203:10, s4026:1"
拍手,"s2034:6, s2045:7, s2203:10, s3145:3"
拍拍手,"s2034:6, s2045:7, s2203:10"
想说爱,"s2034:6, s2045:5, s2203:10"
two,"s2034:6, s2203:10, s6172:1"
three,"s2034:6, s2203:10"
four,"s2034:6, s2203:10"
每张,"s2034:1, s2045:1, s2203:2, s5070:2, s5192:2"
启航,"s2034:1, s2209:1"
张扬,"s2034:1, s2045:1, s2203:2"
everyone,"s2034:1, s2045:2, s2203:2"
之上,"s2036:1, s2069:1, s2084:1, s2145:1, s2209:1, s2218:3, s2231:1, s2267:2, s3082:3, s3268:3, s6261:1"
牵引,"s2036:1, s2084:1, s2145:1, s2231:1, s2267:1, s5014:1, s5088:1, s5095:2, s5205:1"
落潮,"s2036:1, s2084:1, s2145:1, s2231:1, s2267:1"
脱僵,"s2036:4, s2267:1"
深意,"s2036:1, s2084:1, s2145:1, s2231:1"
情深意长,"s2036:1, s2084:1, s2145:1, s2231:1"
飘荡,"s2036:1, s2084:1, s2134:1, s2145:1, s2231:1, s5143:1, s6007:1, s6038:1, s6074:1, s6090:3"
牧马,"s2036:1, s2084:1, s2145:1, s2231:1"
放羊,"s2036:1, s2084:1, s2145:1, s2231:1"
热辣,s2036:1
热辣辣,s2036:1
天亮,"s2036:1, s2084:1, s2145:1, s2231:1, s6053:3, s6176:4, s6198:1, s6268:4"
眼光,"s2036:1, s2066:1, s2084:1, s2145:1, s2231:1, s3005:2, s3096:3, s3115:2, s5026:2, s5028:2, s5112:2, s5169:1, s5187:2, s5195:2, s5240:1, s5251:1, s6155:1, s6193:1"
煽动,"s2036:1, s2084:1, s2145:1, s2242:1"
呼伦贝尔草原,"s2036:1, s2084:1, s2145:1, s2242:1"
拳峰,s2041:1
出鞘,"s2041:1, s2122:1, s3020:3, s3215:3, s3269:2"
心念,s2041:1
九转,s2041:1
昼夜,"s2041:1, s2076:3, s3164:1, s5072:1, s5084:2"
黄沙,"s2041:1, s2139:1, s3127:1, s3163:4, s3240:1"
骤跌,s2041:1
寒铁,s2041:1
门前,"s2041:1, s2079:3, s2212:1, s3127:1"
我何,s2041:1
在我心中,"s2041:1, s2095:1, s2138:2, s2230:1, s4027:2, s5003:3, s5083:2, s5123:4, s5152:3, s5164:2, s5168:3, s5245:3, s6189:1"
寒兵,s2041:2
征战,"s2041:2, s3018:2, s3286:2"
黑云,"s2041:2, s3048:1, s3263:1"
凛冽,s2041:2
门外,"s2041:2, s2128:2, s3012:2, s3063:2, s5040:1, s5130:1, s5163:1, s5224:1, s6059:3, s6219:3"
星野,s2041:2
不惧,"s2041:4, s2103:1"
天意,"s2041:3, s2122:1, s2212:1, s5013:4, s5111:1, s5164:2, s5234:1, s5254:1"
杯酒,"s2041:2, s4017:2, s5029:3, s5057:1, s5191:3, s5209:3"
萧萧,"s2041:2, s3020:1, s3127:1, s3207:1, s3215:1, s3269:1, s5022:1, s5032:1, s5162:2, s5190:1"
风萧萧,"s2041:2, s3207:1"
铁甲,s2041:2
命数,"s2041:4, s5048:1, s5159:1, s5248:1"
心火,s2041:1
一气,s2041:3
庇佑,s2041:1
这烈,s2041:1
隆隆,"s2041:1, s2186:2"
字字,s2041:1
这战,s2041:1
翻遍,s2041:1
不馁,s2041:1
自有,"s2041:1, s2103:1, s2272:1, s5012:1, s5082:1, s5204:1"
双拳,s2041:1
重来,"s2041:1, s2068:6, s3024:2, s3045:1, s3121:2, s3160:2, s3251:3, s3285:1, s6019:1, s6051:2, s6165:3, s6210:1"
若擒龙,s2041:2
自成,"s2041:2, s3231:1"
百川,s2041:2
江海,s2041:2
不破,"s2041:2, s2053:2"
不破不立,s2041:2
不悔,"s2041:2, s5157:3"
昂首,s2041:2
狮吼,s2041:2
扫云开,s2041:2
长啸,"s2041:2, s2053:1, s2068:1"
血脉,"s2041:2, s2219:1, s3058:2, s3082:1, s3141:3, s3268:1, s5127:1, s6104:1, s6236:1"
横扫,s2041:2
披靡,s2041:2
劈开,s2041:2
贯如海,s2041:2
金刚,s2041:2
铁衣,"s2041:2, s2122:1"
傲视,s2041:2
如苍柏,s2041:2
恩仇,"s2041:2, s3231:3"
雪恨,s2041:2
拂袖,s2041:2
誓要,s2041:2
敌兵,s2041:2
千百,"s2041:2, s2272:1"
此去,"s2041:2, s2086:1, s2188:1"
北败,s2041:2
一试方,s2041:3
不休,"s2041:3, s2122:1, s3163:4"
决斗,"s2041:3, s3085:3, s3120:3"
自当,s2041:3
自当关,s2041:3
万夫,s2041:3
俗世,"s2041:3, s5068:1, s5082:1, s5240:1, s5254:1"
重头,"s2041:3, s6028:1, s6107:1, s6162:1, s6226:1"
铁拳,s2041:1
雄关,s2041:1
铁血,"s2041:1, s2218:3, s2272:1"
尤未寒,s2041:1
铁胆,s2041:1
映照,"s2041:1, s3234:1, s4017:2"
山川,"s2041:1, s2139:1"
改换,s2041:1
斑斓,"s2043:1, s6104:1, s6236:1"
色彩,"s2043:1, s2156:1, s2228:1, s2265:2, s3059:1, s3092:1, s5040:1, s5063:2, s5130:1, s5220:2, s5288:1, s6049:3, s6063:1, s6104:1, s6177:1, s6180:3, s6236:1, s6241:1"
映入,s2043:1
心放花开,s2043:1
缭绕,"s2043:1, s3063:2"
远扬,s2043:1
琳琅,s2043:1
满目,s2043:1
琳琅满目,s2043:1
食材,s2043:1
满是,"s2043:1, s2117:1"
味缠,s2043:1
唇齿,s2043:1
乐人,s2043:1
意美人常,s2043:2
礼尚,s2043:2
往来,s2043:2
多彩,s2043:2
多一分,"s2043:2, s4004:2, s4024:2"
悦目,s2043:2
几分,"s2043:2, s2253:1, s5169:4, s5178:2"
身心,s2043:2
惹人,s2043:2
青睐,s2043:2
难掩,s2043:3
情怀,"s2043:3, s2134:3, s2156:2, s5061:1, s5081:2"
西南,s2043:3
东西南北中,s2043:3
相承,s2043:3
一脉,s2043:3
动容,s2044:1
风已,s2044:1
口中,"s2044:1, s2103:2, s5052:1, s5058:2, s5171:1, s5173:1, s5207:2, s5236:2, s6104:1, s6236:1"
发着,"s2044:1, s3023:5, s3118:5, s3220:2, s3272:2"
沉下,s2044:1
