SongID,score
s1001,-14.0837267530195
s1002,29.093951208278998
s1003,19.679473368746603
s1004,29.093951208278998
s1005,-14.0837267530195
s1006,-10.647744360086897
s1007,38.423745241269
s1008,37.2087082650795
s1009,-19.0196471330511
s1010,12.2083548114201
s1011,85.80775634261951
s1012,5.6904008349766
s1013,261.1323111569578
s1014,-12.280772635665102
s1015,-3.1916771699745494
s1016,28.30155011889531
s1017,224.15773631448096
s1018,42.88077380637689
s1019,29.093951208278998
s1020,50.907036007006504
s1021,14.26788360906451
s1022,12.862220726719617
s1023,48.69090596296501
s1024,85.80775634261951
s1025,11.6015656689899
s1026,34.643019697330296
s1027,-14.0837267530195
s1028,-7.501986498249601
s1029,-7.957927674105101
s1030,83.1240846332858
s1031,23.91728492201753
s1032,195.02703954438692
s1033,-2.2527521806819997
s1034,16.432377449121894
s1035,40.29998112829121
s1036,31.0233126827634
s1037,-13.85499661697111
s1038,2317.6467601718387
s1039,12.767352575349193
s1040,14.26788360906451
s1041,29.093951208278998
s1042,-2.2527521806819997
s1043,55.68244355226
s1044,5.4931070356528995
s1045,-13.674765487720498
s1046,6.9586921654333
s1047,6.9586921654333
s1048,-7.957927674105101
s1049,34.53999218875742
s1050,85.80775634261951
s1051,36.98708221057992
s1052,14.52130264813168
s1053,-14.0837267530195
s1054,16.681216749954
s1055,64.23582743669671
s1056,80.29821881420837
s1057,25.364583969725214
s1058,221.04444588554378
s1059,161.90634560875006
s1060,36.38011688817819
s1061,15.297947480369043
s1062,39.51019183101711
s1063,36.01962670650299
s1064,20.367766373188704
s1065,142.59309972957988
s1066,73.4526737557725
s1067,83.77522527046392
s1068,74.59579950085829
s1069,159.9017096396144
s1070,10.113000982478695
s1071,-0.3593794838038006
s1072,12.182461474541
s1073,7.068251778851102
s1074,9.153915913719207
s1075,1.8326981328784937
s1076,-6.758256542045998
s1077,17.225449660464
s1078,-13.674765487720498
s1079,11.675882008332902
s1080,67.36405400933549
s1081,-14.0837267530195
s1082,-3.1544769348158983
s1083,24.517054226558713
s1084,67.36405400933549
s1085,-7.257468084333799
s1086,40.29998112829121
s1087,30.36466561289749
s1088,24.440573069705014
s1089,35.92853740752352
s1090,55.79889571617568
s1091,29.093951208278998
s1092,19.166852284618304
s1093,23.581670248458003
s1094,-25.13301257564891
s1095,1.1940205596473001
s1096,34.81628141722591
s1097,-6.135108060149598
s1098,39.51019183101711
s1099,30.88132616101243
s1100,-7.957927674105101
s1101,82.07523251098448
s1102,23.51930211014985
s1103,-17.611589588449302
s1104,29.093951208278998
s1105,86.29922275745851
s1106,11.753934812517004
s1107,256.1756781195415
s1108,29.1325891108966
s1109,24.9180865488346
s1110,46.91105071830303
s1111,-2.2527521806819997
s1112,71.47003631757961
s1113,81.26368645638
s1114,3.616364782858902
s1115,22.7565722583419
s1116,52.72148336739241
s1117,43.007672038979194
s1118,47.47039975794512
s1119,-8.541140760383799
s1120,18.300634131537095
s1121,22.559687771032696
s1122,10.118193134041583
s1123,19.852547632882505
s1124,68.7325025653861
s1125,0.118158810779
s1126,15.286750079477004
s1127,68.67872627583965
s1128,49.514973908060504
s1129,11.903958002897102
s1130,2.54761664927
s1131,26.094482812030396
s1132,2.54761664927
s1133,9.446483043548701
s1134,34.227296776140406
s1135,55.79889571617568
s1136,26.14059302633451
s1137,19.679473368746603
s1138,92.70893921450569
s1139,64.01435047102993
s1140,401.0043991945944
s1141,59.94621805316857
s1142,-6.004636638905565
s1143,11.172968746537308
s1144,11.034743334498303
s1145,139.04077422169
s1146,21.0693213113058
s1147,401.8117445748355
s1148,23.91728492201753
s1149,30.6073649680272
s1150,67.36405400933549
s1151,8.012187872100897
s1152,115.08700368599936
s1153,0.118158810779
s1154,0.118158810779
s1155,29.093951208278998
s1156,-8.162818723298798
s1157,21.62312179393881
s1158,20.0112657860226
s1159,36.01962670650299
s1160,5.4931070356528995
s1161,34.81628141722591
s1162,27.82252989372054
s1163,66.27242340856874
s1164,172.6635119241614
s1165,66.82153863506875
s1166,162.33828758670813
s1167,-6.239663915178857
s1168,11.091095686933043
s1169,15.0986148966205
s1170,37.45450385460591
s1172,45.012571501272
s1173,248.6528731485163
s2001,81.2816706761894
s2002,-15.127826776052393
s2003,82.70971618831591
s2004,147.20618490177333
s2005,187.10103356253762
s2006,225.01973251823793
s2007,140.56693934056298
s2008,188.90111295963533
s2009,147.83866583213944
s2010,99.21082870956609
s2011,94.12235322400299
s2012,98.01222817924268
s2013,132.38280248390905
s2014,153.68742480531574
s2015,141.38546605586055
s2016,157.76217682424746
s2017,166.2084687017234
s2018,66.49617346026132
s2019,76.04713511176605
s2020,8.846502670864336
s2021,32.811567041035204
s2022,62.087072862968505
s2023,80.8259976105981
s2024,117.70333008336367
s2025,64.19468533680606
s2026,162.66441806446363
s2027,29.316690690723195
s2028,55.18539901860319
s2029,80.8092232149092
s2030,65.36892222261288
s2031,165.72415114359825
s2032,42.74585169026008
s2033,164.3053489208995
s2034,120.57717037932875
s2035,183.49744276334943
s2036,99.39985337876993
s2037,104.14541114257561
s2038,43.3251044945411
s2039,52.06896282015339
s2040,149.95341887046033
s2041,47.15196418251408
s2042,-18.642936427419993
s2043,108.88865481008023
s2044,12.809619206751702
s2045,130.46457274149577
s2046,84.44977251490043
s2047,144.56523341751543
s2048,137.05479485849065
s2049,227.16259450284406
s2050,206.91558767431758
s2051,90.928219394829
s2052,162.48125526128683
s2053,85.26216890758637
s2054,91.24204558142377
s2055,163.93639229134075
s2056,172.78311704668016
s2057,-20.00184856750304
s2058,174.4004623187879
s2059,110.23009788322348
s2060,87.11884781054943
s2061,80.74031508683775
s2062,94.12235322400299
s2063,-12.494234879849397
s2064,158.05624217004166
s2065,50.5747267008662
s2066,102.68888744126973
s2067,80.93578063935212
s2068,155.74253484846957
s2069,1.3441099910193288
s2070,106.16694067722382
s2071,283.564211552866
s2072,174.59148422684075
s2073,137.90239904604863
s2074,131.0688641322639
s2075,120.37952358491495
s2076,47.548484077831
s2077,159.85973371968743
s2078,108.66933259365658
s2079,83.83643844575187
s2080,113.12241497332971
s2081,147.20618490177333
s2082,57.68151981801403
s2083,84.9232592393807
s2084,121.7961850774158
s2085,52.61782038572488
s2086,67.91934050653279
s2087,196.5598021706584
s2088,132.38280248390905
s2089,19.221618807193995
s2090,65.74901040969401
s2091,101.15388688046063
s2092,43.821231473824014
s2093,113.83934260421495
s2094,215.6406968950132
s2095,60.34452882196908
s2096,128.07413474209193
s2097,34.33968256308658
s2098,40.26910805169841
s2099,147.83866583213944
s2100,125.51654398556639
s2101,118.53293001363886
s2102,30.592454026444997
s2103,57.49060330944263
s2104,18.000340101898708
s2105,164.6392746220472
s2106,84.66579259953382
s2107,45.081634782280176
s2108,74.521470931312
s2109,15.774326185508798
s2110,173.53757299533615
s2111,76.04713511176605
s2112,146.13441151167427
s2113,-13.957530550789993
s2114,98.69723894826261
s2115,278.1988343127272
s2116,127.57741401890591
s2117,142.29049927525475
s2118,100.99825551666163
s2119,62.8689677073045
s2120,82.55394027983941
s2121,91.63198781489909
s2122,80.07428073995163
s2123,232.36451953641827
s2124,185.5762561765267
s2125,169.33441224338162
s2126,140.86942554742154
s2127,242.1293575991725
s2128,88.1020673519901
s2129,116.93253842728394
s2130,58.33156055787029
s2131,172.49718200782655
s2132,50.621008330955895
s2133,72.46646957451051
s2134,142.7490256204881
s2135,151.57264606515807
s2136,66.9050262250006
s2137,104.90075178439646
s2138,105.86576339863477
s2139,86.92649106855856
s2140,226.7243858081042
s2141,97.95740279195769
s2142,86.39155852334008
s2143,43.32833709523758
s2144,132.38280248390905
s2145,120.0229269840306
s2146,7.383999256904337
s2147,78.27516452244478
s2148,14.362576691135999
s2149,158.28537091822363
s2150,127.05986554385805
s2151,57.57646389752682
s2152,116.5035679956822
s2153,99.21082870956609
s2154,81.22539302293538
s2155,147.29755609862642
s2156,90.5353043269446
s2157,205.1436247059618
s2158,75.25953453310203
s2159,181.4090004420343
s2160,129.42143366924722
s2161,162.12963340505482
s2162,7.256501835831005
s2163,129.3448119172595
s2164,144.56523341751543
s2165,13.914352491763104
s2166,-17.2879591154876
s2167,54.68715784017918
s2168,225.91693567979397
s2169,86.38924750344009
s2170,-17.2871794959893
s2171,150.82295533502392
s2172,-17.3382759613452
s2173,81.2816706761894
s2174,21.570904431329797
s2175,98.01222817924268
s2176,191.87750804775533
s2177,129.42143366924722
s2178,25.853287686455005
s2179,6.8133907371583815
s2180,88.08395719360595
s2181,54.827842937803034
s2182,14.93057713852685
s2183,17.082905352164104
s2184,5.890261697569599
s2185,212.14238516053177
s2186,44.59927564843228
s2187,26.79911451866736
s2188,67.91934050653279
s2189,56.11594680553131
s2190,165.1218604645734
s2191,73.51873622324197
s2192,50.5747267008662
s2193,-15.894335429262796
s2194,152.0026563190177
s2195,127.42774321800397
s2196,141.38546605586055
s2197,154.89735445436366
s2198,49.98719228381438
s2199,133.46214663466606
s2200,29.316690690723195
s2201,31.216908567054105
s2202,201.80735418201007
s2203,255.3560913181818
s2204,48.26634407372493
s2205,287.6790304578291
s2206,117.44442376574997
s2207,229.19036809441798
s2208,57.783994998154384
s2209,158.87274542608955
s2210,140.56693934056298
s2211,22.257361390061998
s2212,13.494050374814465
s2213,141.38546605586055
s2214,167.92368496280776
s2215,99.21082870956609
s2216,9.720963071586201
s2217,228.61763739156518
s2218,50.266417944917336
s2219,23.97852851263091
s2220,151.05016198567645
s2221,135.62977434948016
s2222,64.43416811040602
s2223,110.23009788322348
s2224,65.82836745816098
s2225,160.76350278495352
s2226,60.0325931526013
s2227,102.04789833337337
s2228,242.72614244183708
s2229,231.4195325843713
s2230,89.33389868831485
s2231,228.62822971532947
s2232,277.8999473228746
s2233,70.720974249673
s2234,158.23963446511104
s2235,140.56693934056298
s2236,225.44020673143302
s2237,104.59485896570801
s2238,132.38280248390905
s2239,80.8092232149092
s2240,99.21082870956609
s2241,171.843520124271
s2242,251.298276621735
s2243,284.63558648022484
s2244,221.5866353994235
s2245,134.11935015467833
s2246,0.118158810779
s2247,157.54208537746834
s2248,-10.852159235277197
s2249,135.09442386530398
s2250,159.0284280052958
s2251,182.34920382134766
s2252,-12.400900048394398
s2253,55.95503481506428
s2254,69.0263070350018
s2255,98.01222817924268
s2256,99.21082870956609
s2257,51.7847836525708
s2258,134.52099357256702
s2259,18.720006265643946
s2260,150.17017671495034
s2261,109.05221614882596
s2262,65.74901040969401
s2263,80.8259976105981
s2264,25.329939084520994
s2265,108.14398018806997
s2266,70.43208516220275
s2267,239.00117405617047
s2268,97.50080912138341
s2269,74.80766922673091
s2270,73.1226622280758
s2271,98.01222817924268
s2272,84.43935777642353
s2273,72.97505357122307
s2274,269.9144156332795
s2275,267.7891510644142
s2276,184.9991498737371
s2277,64.18528978898918
s2278,433.3141469379114
s2279,0.118158810779
s2280,139.1716295795046
s2281,-10.816177948057597
s3001,9.76744283279031
s3002,18.2326817454426
s3003,63.06333359770122
s3004,82.81360238341412
s3005,-15.575382322728798
s3006,50.2024113373053
s3007,80.04392966764951
s3008,37.789713466893915
s3009,27.067940893776555
s3010,9.067444936969604
s3011,20.962636733260165
s3012,-8.223094181148639
s3013,110.2994715091354
s3014,84.19381098607778
s3015,12.4268600009926
s3016,39.095001539466885
s3017,54.1454108829867
s3018,92.64457703674242
s3019,28.043594473609307
s3020,57.18819952005901
s3021,48.9126425542829
s3022,23.907942080558996
s3023,7.636601854690008
s3024,12.532513759834996
s3025,6.702567500414396
s3026,-15.3374132893109
s3027,70.37332126073053
s3028,1.496868769932399
s3029,-31.221022130769498
s3030,-35.7585129877579
s3031,64.45992979288978
s3032,-56.22658319549287
s3033,88.69017072682796
s3034,115.6183525393591
s3035,119.69002285924215
s3036,11.449303163735017
s3037,105.54126343993907
s3038,1.467332402064201
s3039,-4.2298043846859175
s3040,13.785157952112904
s3041,86.03837392492579
s3042,4.356748517112703
s3043,-1.955229290249318
s3044,35.35247751355641
s3045,-6.559975418300903
s3046,41.8896341803192
s3047,17.57760928078081
s3048,-27.353306197730507
s3049,12.4636399972466
s3050,5.8848389530792025
s3051,13.94036884239232
s3052,70.26268272427163
s3053,-1.1272066717205984
s3054,43.356723087460686
s3055,128.57813148574803
s3056,96.0021307225262
s3057,97.82335040551244
s3058,69.67966743357857
s3059,135.01153905652407
s3060,45.2894949114834
s3061,-42.50060154724349
s3062,136.04324024190802
s3063,17.99992681458221
s3064,74.72501963923261
s3065,20.28166319751021
s3066,-9.234504418062697
s3067,-49.61159121249428
s3068,32.8666291255023
s3069,-6.0724681351854946
s3070,25.167969970092035
s3071,88.51940468098203
s3072,18.820362641748602
s3073,114.55075202388693
s3074,74.2847735320287
s3075,13.94036884239232
s3076,52.91416899739746
s3077,18.44590372783
s3078,70.72606361978788
s3079,50.53397356399485
s3080,22.2761016177471
s3081,34.911250330133896
s3082,23.381887398005627
s3083,-33.52772095555701
s3084,-21.1337047091442
s3085,18.274034823493494
s3086,66.05021823230268
s3087,18.549140113339107
s3088,23.743308961399304
s3089,1.178284847101402
s3090,29.18649648423409
s3091,72.50176644459869
s3092,106.17706873884791
s3093,50.701575412355496
s3094,111.71217558846098
s3095,25.704396830000004
s3096,55.245013856179284
s3097,105.74019398379465
s3098,23.641893460693446
s3099,5.116097871900805
s3100,-0.41020009659383994
s3101,49.39939230907119
s3102,79.41238021399536
s3103,66.81263964044375
s3104,67.6614028820542
s3105,42.366151221686394
